id,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,image_url,small_image_url
2024,11991,11991,3324245,205,679720227,9.78067972022e+12,"Albert Camus, Justin O'Brien",1956.0,La Chute,The Fall,eng,https://images.gr-assets.com/books/1467904855m/11991.jpg,https://images.gr-assets.com/books/1467904855s/11991.jpg
2025,7572,7572,610037,47,1842430246,9.78184243025e+12,Tom Robbins,1976.0,Even Cowgirls Get the Blues,Even Cowgirls Get the Blues,eng,https://images.gr-assets.com/books/1336172455m/7572.jpg,https://images.gr-assets.com/books/1336172455s/7572.jpg
2026,6138,6138,1044477,260,375757856,9.78037575785e+12,"Wilkie Collins, Carolyn G. Heilbrun",1868.0,The Moonstone,The Moonstone,eng,https://images.gr-assets.com/books/1403192382m/6138.jpg,https://images.gr-assets.com/books/1403192382s/6138.jpg
2027,374233,374233,1116802,131,,9.78008861945e+12,"Italo Calvino, William Weaver",1979.0,Se una notte d'inverno un viaggiatore,If on a Winter's Night a Traveler,eng,https://images.gr-assets.com/books/1355316130m/374233.jpg,https://images.gr-assets.com/books/1355316130s/374233.jpg
2028,13521,13521,845295,36,60747226,9.78006074722e+12,"Gregory Maguire, Douglas Smith",2004.0,Son of a Witch,"Son of a Witch (The Wicked Years, #2)",eng,https://images.gr-assets.com/books/1370992595m/13521.jpg,https://images.gr-assets.com/books/1370992595s/13521.jpg
2029,815309,815309,1698999,85,224081187,9.78022408118e+12,Ian McEwan,2007.0,On Chesil Beach,On Chesil Beach,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2030,64854,64854,1300442,48,449223604,9.7804492236e+12,Sue Grafton,1996.0,"\"\"\"M\"\" is for Malice\"","M is for Malice (Kinsey Millhone, #13)",en-GB,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2031,6531,6531,1827446,92,751530484,9.78075153048e+12,Patricia Cornwell,1998.0,Point of Origin,"Point of Origin (Kay Scarpetta, #9)",en-GB,https://images.gr-assets.com/books/1399629118m/6531.jpg,https://images.gr-assets.com/books/1399629118s/6531.jpg
2032,106264,106264,2674739,53,618062416,9.78061806242e+12,Patricia MacLachlan,1985.0,"Sarah, Plain and Tall","Sarah, Plain and Tall (Sarah, Plain and Tall, #1)",eng,https://images.gr-assets.com/books/1327254558m/106264.jpg,https://images.gr-assets.com/books/1327254558s/106264.jpg
2033,3554772,3554772,3596896,25,,,يوسف زيدان,2008.0,عزازيل,عزازيل,ara,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2034,33454,33454,1799438,30,60735414,9.78006073542e+12,Christopher Moore,1995.0,Bloodsucking Fiends,"Bloodsucking Fiends (A Love Story, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2035,7857195,7857195,10995406,32,316038393,9.78031603839e+12,"David Sedaris, Ian Falconer",2010.0,Squirrel Seeks Chipmunk: A Modest Bestiary,Squirrel Seeks Chipmunk: A Modest Bestiary,eng,https://images.gr-assets.com/books/1279831428m/7857195.jpg,https://images.gr-assets.com/books/1279831428s/7857195.jpg
2036,7015403,7015403,7261277,49,159285849X,9.78159285849e+12,Brené Brown,2010.0,The Gifts of Imperfection,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,eng,https://images.gr-assets.com/books/1369092544m/7015403.jpg,https://images.gr-assets.com/books/1369092544s/7015403.jpg
2037,28214365,28214365,48242398,31,62491792,9.78006249179e+12,Ann Patchett,2016.0,Commonwealth,Commonwealth,eng,https://images.gr-assets.com/books/1483278132m/28214365.jpg,https://images.gr-assets.com/books/1483278132s/28214365.jpg
2038,6267237,6267237,6450517,33,1423102266,9.78142310227e+12,Melissa de la Cruz,2009.0,The Van Alen Legacy,"The Van Alen Legacy (Blue Bloods, #4)",en-US,https://images.gr-assets.com/books/1343251719m/6267237.jpg,https://images.gr-assets.com/books/1343251719s/6267237.jpg
2039,133526,133526,1416904,33,670175919,9.78067017592e+12,Robert McCloskey,1948.0,Blueberries for Sal,Blueberries for Sal,eng,https://images.gr-assets.com/books/1363586056m/133526.jpg,https://images.gr-assets.com/books/1363586056s/133526.jpg
2040,17340050,17340050,24075414,33,,,Colleen Hoover,2013.0,Losing Hope,"Losing Hope (Hopeless, #2)",eng,https://images.gr-assets.com/books/1368348507m/17340050.jpg,https://images.gr-assets.com/books/1368348507s/17340050.jpg
2041,10566,10566,4512687,101,743289412,9.78074328941e+12,Stephen King,2006.0,Lisey's Story,Lisey's Story,eng,https://images.gr-assets.com/books/1316346037m/10566.jpg,https://images.gr-assets.com/books/1316346037s/10566.jpg
2042,15851746,15851746,21599077,63,1451695195,9.7814516952e+12,Eben Alexander,2012.0,Proof of Heaven: A Neurosurgeon's Journey Into the Afterlife,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2043,400354,400354,819071,81,61092193,9.78006109219e+12,Terry Pratchett,1993.0,Men at Arms,"Men at Arms (Discworld, #15; City Watch #2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2044,495395,495395,2325789,43,743291476,9.78074329148e+12,A.J. Jacobs,2007.0,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible As Literally As Possible,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,en-US,https://images.gr-assets.com/books/1327977486m/495395.jpg,https://images.gr-assets.com/books/1327977486s/495395.jpg
2045,42432,42432,3634588,95,575075066,9.78057507506e+12,Frank Herbert,1981.0,God Emperor of Dune,God Emperor of Dune (Dune Chronicles #4),eng,https://images.gr-assets.com/books/1327131560m/42432.jpg,https://images.gr-assets.com/books/1327131560s/42432.jpg
2046,18465657,18465657,26123646,25,034554689X,9.78034554689e+12,Emily Giffin,2014.0,,The One & Only,eng,https://images.gr-assets.com/books/1387399626m/18465657.jpg,https://images.gr-assets.com/books/1387399626s/18465657.jpg
2047,40493,40493,630903,132,553381660,9.78055338166e+12,Jean M. Auel,1982.0,The Valley of Horses,"The Valley of Horses (Earth's Children, #2)",en-US,https://images.gr-assets.com/books/1324059760m/40493.jpg,https://images.gr-assets.com/books/1324059760s/40493.jpg
2048,15811568,15811568,21536832,81,525953485,9.78052595349e+12,Harlan Coben,2013.0,Six Years,Six Years,eng,https://images.gr-assets.com/books/1348406182m/15811568.jpg,https://images.gr-assets.com/books/1348406182s/15811568.jpg
2049,78039,78039,1284999,65,192750976,9.78019275098e+12,Beverly Cleary,1968.0,Ramona the Pest,"Ramona the Pest (Ramona, #2)",,https://images.gr-assets.com/books/1408926719m/78039.jpg,https://images.gr-assets.com/books/1408926719s/78039.jpg
2050,2985500,2985500,3015943,12,1416974512,9.78141697451e+12,L.J. Smith,2008.0,"Night World, No. 2","Night World, No. 2 (Night World, #4-6)",en-CA,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2051,13872,13872,1474375,35,375713344,9.78037571335e+12,Katherine Dunn,1989.0,Geek Love,Geek Love,eng,https://images.gr-assets.com/books/1366699063m/13872.jpg,https://images.gr-assets.com/books/1366699063s/13872.jpg
2052,1540,1540,5672,331,015602764X,9.78015602765e+12,"Sophocles, Dudley Fitts, Elena Bono, Robert Fitzgerald",-401.0,,"The Oedipus Cycle: Oedipus Rex/Oedipus at Colonus/Antigone (The Theban Plays, #1–3)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2053,5527,5527,900927,83,156004801,9.7801560048e+12,Robert Penn Warren,1946.0,All the King’s Men,All the King's Men,eng,https://images.gr-assets.com/books/1342193852m/5527.jpg,https://images.gr-assets.com/books/1342193852s/5527.jpg
2054,5452,5452,1710082,70,553375938,9.78055337593e+12,Ann Brashares,2005.0,Girls in Pants: The Third Summer of the Sisterhood,"Girls in Pants: The Third Summer of the Sisterhood (Sisterhood, #3)",eng,https://images.gr-assets.com/books/1320473346m/5452.jpg,https://images.gr-assets.com/books/1320473346s/5452.jpg
2055,43931,43931,14591855,110,525950125,9.78052595013e+12,Harlan Coben,2007.0,The Woods,The Woods,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2056,187065,187065,987752,60,1841492612,9.78184149261e+12,Robert Jordan,2004.0,New Spring,"New Spring (Wheel of Time, #0)",eng,https://images.gr-assets.com/books/1328959234m/187065.jpg,https://images.gr-assets.com/books/1328959234s/187065.jpg
2057,11600163,11600163,16542344,86,1444729705,9.7814447297e+12,John Grisham,2011.0,The Litigators,The Litigators,eng,https://images.gr-assets.com/books/1320434601m/11600163.jpg,https://images.gr-assets.com/books/1320434601s/11600163.jpg
2058,23604559,23604559,25003015,71,1501115065,9.78150111507e+12,"Fredrik Backman, Henning Koch",2013.0,Min mormor hälsar och säger förlåt,My Grandmother Asked Me to Tell You She's Sorry,eng,https://images.gr-assets.com/books/1461904020m/23604559.jpg,https://images.gr-assets.com/books/1461904020s/23604559.jpg
2059,7959473,7959473,11771611,50,141659518X,9.78141659518e+12,Vince Flynn,2010.0,American Assassin,"American Assassin (Mitch Rapp, #1)",eng,https://images.gr-assets.com/books/1425389574m/7959473.jpg,https://images.gr-assets.com/books/1425389574s/7959473.jpg
2060,13588356,13588356,19175758,44,1592407331,9.78159240733e+12,Brené Brown,2012.0,"Daring Greatly : How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead","Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",,https://images.gr-assets.com/books/1337110319m/13588356.jpg,https://images.gr-assets.com/books/1337110319s/13588356.jpg
2061,17333319,17333319,21943144,72,316243914,9.78031624392e+12,Hannah Kent,2013.0,Burial Rites,Burial Rites,eng,https://images.gr-assets.com/books/1384207446m/17333319.jpg,https://images.gr-assets.com/books/1384207446s/17333319.jpg
2062,45162,8913370,1014113,72,1573229725,9.78157322972e+12,Sarah Waters,2002.0,Fingersmith,Fingersmith,eng,https://images.gr-assets.com/books/1327879025m/45162.jpg,https://images.gr-assets.com/books/1327879025s/45162.jpg
2063,40189,40189,940715,72,679731148,9.78067973115e+12,Peter Mayle,1989.0,A Year in Provence,A Year in Provence,eng,https://images.gr-assets.com/books/1494896848m/40189.jpg,https://images.gr-assets.com/books/1494896848s/40189.jpg
2064,37186,37186,822151,59,763625892,9.78076362589e+12,"Kate DiCamillo, Bagram Ibatoulline",2000.0,The Miraculous Journey of Edward Tulane,The Miraculous Journey of Edward Tulane,eng,https://images.gr-assets.com/books/1361121815m/37186.jpg,https://images.gr-assets.com/books/1361121815s/37186.jpg
2065,10163292,10163292,11340098,91,670022802,9.78067002281e+12,Jojo Moyes,2008.0,The Last Letter From Your Lover,The Last Letter from Your Lover,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2066,762806,762806,90322,83,345298349,9.78034529835e+12,Martin Cruz Smith,1981.0,Gorky Park,"Gorky Park (Arkady Renko, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2067,15781725,15781725,21497649,22,62207393,9.7800622074e+12,Tara Conklin,2013.0,The House Girl,The House Girl,eng,https://images.gr-assets.com/books/1348172541m/15781725.jpg,https://images.gr-assets.com/books/1348172541s/15781725.jpg
2068,25346,25346,808243,33,439771277,9.78043977128e+12,Karen Hesse,1997.0,Out of the Dust,Out of the Dust,,https://images.gr-assets.com/books/1328867076m/25346.jpg,https://images.gr-assets.com/books/1328867076s/25346.jpg
2069,23219,23219,905861,44,60851988,9.78006085199e+12,Meg Cabot,2006.0,Queen of Babble,"Queen of Babble (Queen of Babble, #1)",eng,https://images.gr-assets.com/books/1371049249m/23219.jpg,https://images.gr-assets.com/books/1371049249s/23219.jpg
2070,13563669,13563669,19140180,71,1419705849,9.78141970585e+12,Jeff Kinney,2012.0,The Third Wheel,"The Third Wheel (Diary of a Wimpy Kid, #7)",en-US,https://images.gr-assets.com/books/1366229038m/13563669.jpg,https://images.gr-assets.com/books/1366229038s/13563669.jpg
2071,11925514,11925514,16885788,57,1405258217,9.78140525821e+12,Elizabeth Wein,2012.0,Code Name Verity,"Code Name Verity (Code Name Verity, #1)",eng,https://images.gr-assets.com/books/1388161911m/11925514.jpg,https://images.gr-assets.com/books/1388161911s/11925514.jpg
2072,270807,270807,262533,12,1416903542,9.78141690354e+12,Ellen Hopkins,2006.0,"Burned (Burned, #1)","Burned (Burned, #1)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2073,43330,43330,1686217,91,6472613,9.78000647261e+12,Sidney Sheldon,1982.0,Master of the Game,Master of the Game,eng,https://images.gr-assets.com/books/1170095440m/43330.jpg,https://images.gr-assets.com/books/1170095440s/43330.jpg
2074,6539,6539,1454964,103,425201449,9.78042520144e+12,Patricia Cornwell,1994.0,The Body Farm,"The Body Farm (Kay Scarpetta, #5)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2075,93722,93722,3220771,48,60845546,9.78006084554e+12,Meg Cabot,2002.0,The Boy Next Door (Boy #1),"The Boy Next Door (Boy, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2076,19351,19351,3802528,266,141026286,9.78014102628e+12,"Anonymous, N.K. Sandars",-1750.0,Shūtur eli sharrī,The Epic of Gilgamesh,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2077,1254951,1254951,1243729,46,61345660,9.78006134566e+12,Anna Godbersen,2007.0,The Luxe,"The Luxe (Luxe, #1)",en-US,https://images.gr-assets.com/books/1323438343m/1254951.jpg,https://images.gr-assets.com/books/1323438343s/1254951.jpg
2078,19330,19330,1139913,32,072325804X,9.78072325805e+12,Beatrix Potter,1986.0,The Complete Tales of Beatrix Potter,The Complete Tales,,https://images.gr-assets.com/books/1355114621m/19330.jpg,https://images.gr-assets.com/books/1355114621s/19330.jpg
2079,11650,11650,598119,100,99771810,9.78009977181e+12,Philip Roth,1997.0,American Pastoral,"American Pastoral (The American Trilogy, #1)",eng,https://images.gr-assets.com/books/1203002984m/11650.jpg,https://images.gr-assets.com/books/1203002984s/11650.jpg
2080,24453082,24453082,44044797,65,1594634718,9.78159463471e+12,Elizabeth Gilbert,2015.0,Big Magic: Creative Living Beyond Fear,Big Magic: Creative Living Beyond Fear,eng,https://images.gr-assets.com/books/1451446242m/24453082.jpg,https://images.gr-assets.com/books/1451446242s/24453082.jpg
2081,19486421,19486421,23811929,20,451464397,9.78045146439e+12,Jim Butcher,2014.0,Skin Game,"Skin Game (The Dresden Files, #15)",eng,https://images.gr-assets.com/books/1387236318m/19486421.jpg,https://images.gr-assets.com/books/1387236318s/19486421.jpg
2082,646462,646462,632609,702,,,Anonymous,609.0,القرآن‎‎ [al-Qurʾān],The Qur'an / القرآن الكريم,ara,https://images.gr-assets.com/books/1275263838m/646462.jpg,https://images.gr-assets.com/books/1275263838s/646462.jpg
2083,476543,476543,464779,60,373772467,9.78037377247e+12,Gena Showalter,2008.0,The Darkest Night,The Darkest Night (Lords of the Underworld #1),eng,https://images.gr-assets.com/books/1322237965m/476543.jpg,https://images.gr-assets.com/books/1322237965s/476543.jpg
2084,2845024,2845024,6163095,43,61474096,9.7800614741e+12,Neal Stephenson,2008.0,Anathem,Anathem,eng,https://images.gr-assets.com/books/1488349209m/2845024.jpg,https://images.gr-assets.com/books/1488349209s/2845024.jpg
2085,6433752,6433752,6812077,43,60852577,9.78006085257e+12,Barbara Kingsolver,2009.0,The Lacuna,The Lacuna,eng,https://images.gr-assets.com/books/1480104396m/6433752.jpg,https://images.gr-assets.com/books/1480104396s/6433752.jpg
2086,34532,34532,583655,65,552154288,9.78055215428e+12,Terry Pratchett,1996.0,Hogfather,"Hogfather (Discworld, #20; Death, #4)",eng,https://images.gr-assets.com/books/1416342611m/34532.jpg,https://images.gr-assets.com/books/1416342611s/34532.jpg
2087,5190,5190,1070015,37,345435168,9.78034543516e+12,Elizabeth Berg,2000.0,Open House,Open House,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2088,16130291,16130291,21955595,34,1451661509,9.78145166151e+12,Jeannette Walls,2013.0,The Silver Star,The Silver Star,eng,https://images.gr-assets.com/books/1379313690m/16130291.jpg,https://images.gr-assets.com/books/1379313690s/16130291.jpg
2089,11768,11768,1786995,83,552992097,9.78055299209e+12,John Irving,1981.0,The Hotel New Hampshire,The Hotel New Hampshire,eng,https://images.gr-assets.com/books/1318013543m/11768.jpg,https://images.gr-assets.com/books/1318013543s/11768.jpg
2090,15309,15309,2428162,52,425204669,9.78042520466e+12,Laurell K. Hamilton,1994.0,The Laughing Corpse,"The Laughing Corpse (Anita Blake, Vampire Hunter, #2)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2091,762053,762053,1366432,71,051513628X,9.78051513629e+12,Nora Roberts,2003.0,"Key of Light (Key Trilogy, #1)","Key of Light (Key Trilogy, #1)",eng,https://images.gr-assets.com/books/1178133365m/762053.jpg,https://images.gr-assets.com/books/1178133365s/762053.jpg
2092,2241059,2241059,3032810,13,1416950052,9.78141695006e+12,Ellen Hopkins,2008.0,Identical,Identical,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2093,7746259,7746259,10572064,11,785136223,9.78078513622e+12,"Roberto Aguirre-Sacasa, Mike Perkins, Laura       Martin, Stephen King",2010.0,,The Stand: Soul Survivors,en-GB,https://images.gr-assets.com/books/1313267746m/7746259.jpg,https://images.gr-assets.com/books/1313267746s/7746259.jpg
2094,9583508,11732634,14470450,37,307932230,9.78030793224e+12,"Janet Evanovich, Lorelei King",2011.0,Smokin' Seventeen,"Smokin' Seventeen (Stephanie Plum, #17)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2095,105549,105549,2736871,18,7158505,9.78000715851e+12,Dr. Seuss,1961.0,The Sneetches and Other Stories,The Sneetches and Other Stories,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2096,598160,598160,2921010,30,805053883,9.78080505388e+12,"Bill Martin Jr., Eric Carle",1982.0,"Polar Bear, Polar Bear, What Do You Hear?","Polar Bear, Polar Bear, What Do You Hear?",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2097,24861,24861,5334697,347,3518367064,9.78351836706e+12,Hermann Hesse,1919.0,Demian: Die Geschichte einer Jugend,Demian. Die Geschichte von Emil Sinclairs Jugend,ger,https://images.gr-assets.com/books/1421510580m/24861.jpg,https://images.gr-assets.com/books/1421510580s/24861.jpg
2098,9590,33290408,4076,80,385333471,9.78038533347e+12,Kurt Vonnegut Jr.,1965.0,"God Bless You, Mr Rosewater or Pearls before Swine","God Bless You, Mr. Rosewater",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2099,282282,282282,273828,11,1421505851,9.78142150586e+12,"Yoshiki Nakamura, Tomo Kimura",2002.0,スキップ・ビート! 1,"Skip Beat!, Vol. 01",eng,https://images.gr-assets.com/books/1173395297m/282282.jpg,https://images.gr-assets.com/books/1173395297s/282282.jpg
2100,19030845,19030845,27054644,5,,,Frank Miller,1986.0,The Dark Knight Returns,Batman: The Dark Knight Returns #1,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2101,99298,99298,5994366,17,439249546,9.78043924955e+12,"J.K. Rowling, Mary GrandPré",1999.0,Harry Potter Boxed Set Books 1-4,"The Harry Potter Collection 1-4 (Harry Potter, #1-4)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2102,6597651,6597651,6791425,63,1597801577,9.78159780158e+12,Paolo Bacigalupi,2009.0,The Windup Girl,The Windup Girl,eng,https://images.gr-assets.com/books/1278940608m/6597651.jpg,https://images.gr-assets.com/books/1278940608s/6597651.jpg
2103,92308,92308,11094898,77,140436065,9.78014043607e+12,"Oscar Wilde, Richard Allen Cave",1954.0,,The Importance of Being Earnest and Other Plays,eng,https://images.gr-assets.com/books/1260426623m/92308.jpg,https://images.gr-assets.com/books/1260426623s/92308.jpg
2104,9627755,9627755,14515040,34,525425632,9.78052542563e+12,Stephanie Perkins,2014.0,Isla and the Happily Ever After,"Isla and the Happily Ever After (Anna and the French Kiss, #3)",eng,https://images.gr-assets.com/books/1362064564m/9627755.jpg,https://images.gr-assets.com/books/1362064564s/9627755.jpg
2105,38619,38619,38381,49,441014895,9.7804410149e+12,Ilona Andrews,2007.0,Magic Bites,"Magic Bites (Kate Daniels, #1)",eng,https://images.gr-assets.com/books/1331612872m/38619.jpg,https://images.gr-assets.com/books/1331612872s/38619.jpg
2106,17255265,17255265,23847880,34,,,Jodi Ellen Malpas,2013.0,This Man Confessed,"This Man Confessed (This Man, #3)",eng,https://images.gr-assets.com/books/1368274129m/17255265.jpg,https://images.gr-assets.com/books/1368274129s/17255265.jpg
2107,43944,43944,3433584,161,1400096278,9.78140009628e+12,"Irène Némirovsky, Sandra Smith",2004.0,Suite française,Suite Française,,https://images.gr-assets.com/books/1320445773m/43944.jpg,https://images.gr-assets.com/books/1320445773s/43944.jpg
2108,395233,395233,1687522,32,140446745,9.78014044675e+12,"Vincent van Gogh, Ronald de Leeuw, Mark Roskill, Arnold J. Pomerans",1914.0,The Letters of Vincent van Gogh,The Letters of Vincent van Gogh,en-GB,https://images.gr-assets.com/books/1328110665m/395233.jpg,https://images.gr-assets.com/books/1328110665s/395233.jpg
2109,34499,34499,62360,93,61020672,9.78006102067e+12,Terry Pratchett,1988.0,Sourcery,"Sourcery (Discworld, #5; Rincewind #3)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2110,29801,29801,30221,30,1932664122,9.78193266413e+12,Bryan Lee O'Malley,2005.0,"Scott Pilgrim, Volume 2: Scott Pilgrim vs. The World","Scott Pilgrim, Volume 2: Scott Pilgrim vs. The World",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2111,22374,22374,1807553,53,1401204252,9.78140120426e+12,"Grant Morrison, Dave McKean",1989.0,Batman: Arkham Asylum - A Serious House on Serious Earth,Batman: Arkham Asylum - A Serious House on Serious Earth,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2112,20698530,20698530,40018073,44,144242673X,9.78144242673e+12,Jenny Han,2015.0,P.S. I Still Love You,"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",eng,https://images.gr-assets.com/books/1422881430m/20698530.jpg,https://images.gr-assets.com/books/1422881430s/20698530.jpg
2113,23153154,23153154,42700811,56,1455559822,9.78145555982e+12,David Baldacci,2015.0,Memory Man,"Memory Man (Amos Decker, #1)",eng,https://images.gr-assets.com/books/1421788503m/23153154.jpg,https://images.gr-assets.com/books/1421788503s/23153154.jpg
2114,2138727,2138727,2144215,41,156512569X,9.7815651257e+12,Hillary Jordan,2008.0,Mudbound,Mudbound,eng,https://images.gr-assets.com/books/1296591096m/2138727.jpg,https://images.gr-assets.com/books/1296591096s/2138727.jpg
2115,55403,55403,1041952,41,871137380,9.78087113739e+12,Mark Bowden,1999.0,Black Hawk Down,Black Hawk Down,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2116,22055262,22055262,40098252,36,765376458,9.78076537646e+12,"V.E. Schwab, Victoria Schwab",2015.0,A Darker Shade of Magic,"A Darker Shade of Magic (Shades of Magic, #1)",eng,https://images.gr-assets.com/books/1400322851m/22055262.jpg,https://images.gr-assets.com/books/1400322851s/22055262.jpg
2117,3398625,3398625,3438638,52,385513534,9.78038551353e+12,David Grann,2009.0,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,eng,https://images.gr-assets.com/books/1320487318m/3398625.jpg,https://images.gr-assets.com/books/1320487318s/3398625.jpg
2118,15704459,15704459,21979689,51,385743580,9.78038574359e+12,Brandon Sanderson,2015.0,Firefight,"Firefight (The Reckoners, #2)",eng,https://images.gr-assets.com/books/1413220816m/15704459.jpg,https://images.gr-assets.com/books/1413220816s/15704459.jpg
2119,28249,28249,2122284,77,1841493139,9.78184149314e+12,Trudi Canavan,2001.0,The Magicians' Guild,"The Magicians' Guild (Black Magician Trilogy, #1)",eng,https://images.gr-assets.com/books/1327356788m/28249.jpg,https://images.gr-assets.com/books/1327356788s/28249.jpg
